Id,Label,FromId,ToId,Properties:primary,Properties:potency,Properties:selectivity,Properties:kinetics,Properties:reversibility,Properties:allosteric,Properties:cooperativity,Properties:evidence,Properties:confidence,Properties:source
DRUG_MECHANISM_00338,DrugHasMechanism,DRUG_00353,MECHANISM_00013,False,18.804,615.8,slow,irreversible,False,1.19,biochemical,0.728,MOA_DB
DRUG_MECHANISM_00339,DrugHasMechanism,DRUG_00182,MECHANISM_00015,True,34.123,463.6,slow,irreversible,False,1.67,structural,0.813,MOA_DB
DRUG_MECHANISM_00340,DrugHasMechanism,DRUG_00081,MECHANISM_00018,True,32.585,993.9,intermediate,reversible,False,1.06,computational,0.726,MOA_DB
DRUG_MECHANISM_00341,DrugHasMechanism,DRUG_00078,MECHANISM_00006,True,38.899,776.8,intermediate,irreversible,True,0.71,biochemical,0.812,MOA_DB
DRUG_MECHANISM_00342,DrugHasMechanism,DRUG_00379,MECHANISM_00021,True,65.099,576.5,fast,irreversible,False,1.02,structural,0.705,MOA_DB
DRUG_MECHANISM_00343,DrugHasMechanism,DRUG_00032,MECHANISM_00068,True,62.608,716.7,slow,reversible,False,0.89,computational,0.643,MOA_DB
DRUG_MECHANISM_00344,DrugHasMechanism,DRUG_00169,MECHANISM_00009,True,60.244,764.2,fast,irreversible,True,1.81,computational,0.786,MOA_DB
DRUG_MECHANISM_00345,DrugHasMechanism,DRUG_00326,MECHANISM_00077,False,52.326,258.5,fast,reversible,True,1.11,computational,0.796,MOA_DB
DRUG_MECHANISM_00346,DrugHasMechanism,DRUG_00286,MECHANISM_00033,True,86.224,182.3,fast,reversible,True,0.94,computational,0.801,MOA_DB
DRUG_MECHANISM_00347,DrugHasMechanism,DRUG_00324,MECHANISM_00075,False,26.509,248.1,slow,reversible,True,1.5,biochemical,0.822,MOA_DB
DRUG_MECHANISM_00348,DrugHasMechanism,DRUG_00241,MECHANISM_00059,False,15.712,717.8,fast,irreversible,False,0.51,structural,0.803,MOA_DB
DRUG_MECHANISM_00349,DrugHasMechanism,DRUG_00343,MECHANISM_00042,True,15.513,738.8,intermediate,reversible,True,1.8,computational,0.841,MOA_DB
DRUG_MECHANISM_00350,DrugHasMechanism,DRUG_00095,MECHANISM_00049,False,51.52,445.4,fast,reversible,True,1.06,structural,0.81,MOA_DB
