Id,Label,Properties:name,Properties:pubchemId,Properties:chemblId,Properties:smiles,Properties:inchiKey,Properties:type,Properties:molecularFormula,Properties:exactMass,Properties:logP,Properties:hbd,Properties:hba,Properties:rotatablebonds,Properties:polarSurfaceArea,Properties:bioavailability,Properties:source,Properties:confidence
COMPOUND_00206,Compound,Chemical_Compound_206,CID297203,CHEMBL147169,CCCNCCOCCC,IKOXCWKYPUZFCU-TBQHTQFKMU-M,NUCLEOTIDE,C6H44N4O5,579.102,0.03,3,10,17,120.04,0.22,PUBCHEM,0.946
COMPOUND_00207,Compound,Chemical_Compound_207,CID500209,CHEMBL560154,CCNC=Oc1ccccc1CCO,HGNNICSWESCSBB-TMRNHTDSCU-R,PEPTIDE,C5H40N7O7,731.3974,3.52,1,5,16,52.65,0.75,PUBCHEM,0.914
COMPOUND_00208,Compound,Chemical_Compound_208,CID716981,CHEMBL914415,CCCCCOCCc1ccccc1,SJRPIETREPEHNT-SNOUAWRGVU-U,LIPID,C19H59N3O2,160.8651,-0.96,7,1,7,71.56,0.93,PUBCHEM,0.924
COMPOUND_00209,Compound,Chemical_Compound_209,CID450327,CHEMBL790774,CCCO,RFRQWIPTADSJHV-LVNOWIRCMR-V,LIPID,C15H43O10,997.6473,7.41,4,1,3,56.67,0.55,PUBCHEM,0.822
COMPOUND_00210,Compound,Chemical_Compound_210,CID546810,CHEMBL726597,CCCCCCC(=O)OCCCO,LESMEROBPQEKCR-KRUCZRDFIC-E,FLAVONOID,C14H26O8S0Cl2,375.7866,-1.29,8,3,4,182.71,0.97,PUBCHEM,0.905
COMPOUND_00211,Compound,Chemical_Compound_211,CID564231,CHEMBL850877,c1ccccc1c1ccccc1,AXYCQJGTYYRQZG-HUBWDWIYJK-H,LIPID,C24H22N3O8S2,993.498,-1.33,5,8,8,174.75,0.59,PUBCHEM,0.861
COMPOUND_00212,Compound,Chemical_Compound_212,CID768333,CHEMBL196400,CCCc1ccccc1CCCCC(=O)O,BOPTZSALLWFBKM-ATKRRJFJUT-N,ALKALOID,C18H30N6Cl2,491.0071,4.15,9,7,14,70.41,0.96,PUBCHEM,0.869
COMPOUND_00213,Compound,Chemical_Compound_213,CID697499,CHEMBL753655,C(=O)OCCCC,KBTAHYCDJHQJII-LSUCXDYULX-W,STEROID,C27H57N4O7Cl0,979.852,6.08,5,12,16,21.08,0.37,PUBCHEM,0.858
COMPOUND_00214,Compound,Chemical_Compound_214,CID194776,CHEMBL876173,CCCC(=O)O,OHBNFNWAZVEICW-ZPFFLCLZEO-Y,STEROID,C15H21N4O5,994.1995,3.62,7,12,20,119.17,0.91,PUBCHEM,0.845
COMPOUND_00215,Compound,Chemical_Compound_215,CID399775,CHEMBL152755,C(=O)OCCCCCCCC(=O)O,GWTMAXJVIYYHNM-NAYEWWNBAF-X,CARBOHYDRATE,C23H28O4,112.7057,6.79,4,2,13,192.14,0.47,PUBCHEM,0.909
COMPOUND_00216,Compound,Chemical_Compound_216,CID648464,CHEMBL491747,CCNCCCCOC,GCJFNLYQOGFZDR-COAYXNMDJM-A,LIPID,C15H33N6O4Cl3,577.0927,5.16,8,9,16,53.0,0.38,PUBCHEM,0.863
COMPOUND_00217,Compound,Chemical_Compound_217,CID894337,CHEMBL443085,CC(=O)OC=OC(=O)O,LJKEQXILVBYAQZ-XAMMAQXANY-P,CARBOHYDRATE,C17H25N8O7Cl2,804.1378,1.46,3,3,19,50.67,0.4,PUBCHEM,0.885
COMPOUND_00218,Compound,Chemical_Compound_218,CID473712,CHEMBL445341,C(=O)OC(=O)O,DNWNCOBDSRXTMD-DPMLYIFMLA-N,NUCLEOTIDE,C21H50N3O9,109.058,3.35,8,0,6,189.6,0.31,PUBCHEM,0.806
COMPOUND_00219,Compound,Chemical_Compound_219,CID324391,CHEMBL572942,c1ccccc1CCCCCCO,JCTOJNSYLIPBWP-YUYEYHYCFR-F,ALKALOID,C16H33O6,233.7417,5.23,2,15,5,193.42,0.39,PUBCHEM,0.837
COMPOUND_00220,Compound,Chemical_Compound_220,CID893966,CHEMBL844448,CCOC(=O)O,XGGGHOYBSTBHXP-HUVCHZNJQL-H,PEPTIDE,C23H11O9,205.0087,1.71,6,2,13,177.25,0.74,PUBCHEM,0.92
COMPOUND_00221,Compound,Chemical_Compound_221,CID692278,CHEMBL535984,CCCCOCCCNC=O,IARNPGYQMFBIME-JPBWFPQCYP-Z,LIPID,C5H22N4O8,610.2828,4.22,3,7,11,65.25,0.75,PUBCHEM,0.957
COMPOUND_00222,Compound,Chemical_Compound_222,CID543201,CHEMBL600575,CCCNCCOC,RDFYAONMEZWFIW-RYZUNJKIZU-I,ALKALOID,C20H31O2Cl3,579.9854,2.33,4,11,19,161.55,0.67,PUBCHEM,0.826
COMPOUND_00223,Compound,Chemical_Compound_223,CID939419,CHEMBL632486,CCCC(=O)O,SJSFEHUBXFPRWQ-CYZKYJFCDW-X,NUCLEOTIDE,C22H32N4Cl2,773.4518,6.26,1,6,5,177.75,0.69,PUBCHEM,0.92
COMPOUND_00224,Compound,Chemical_Compound_224,CID352025,CHEMBL197869,C=OCCC,ETEGDATAAQAEKS-ESTUCLJGNR-M,CARBOHYDRATE,C17H45N2O2,931.7235,0.13,7,12,3,26.68,0.53,PUBCHEM,0.906
COMPOUND_00225,Compound,Chemical_Compound_225,CID403077,CHEMBL593828,CCC(=O)OCCO,ZIPLYNDUXGUBKA-VDIOXFALLY-L,PEPTIDE,C7H45N8O0,216.4723,-0.09,8,5,3,88.65,0.8,PUBCHEM,0.935
COMPOUND_00226,Compound,Chemical_Compound_226,CID269927,CHEMBL572594,C(=O)OCCOC,DHKFATBOUUVHVU-AMZIGPHMPG-V,NUCLEOTIDE,C27H34,899.2865,1.75,7,12,4,79.19,0.28,PUBCHEM,0.882
COMPOUND_00227,Compound,Chemical_Compound_227,CID220471,CHEMBL534117,C(=O)OC=OCC,NNUQDNEBRARLKF-KFRPVKOUHD-X,SMALL_MOLECULE,C23H25O1S2Cl0,130.5541,6.14,2,4,7,60.76,0.78,PUBCHEM,0.929
COMPOUND_00228,Compound,Chemical_Compound_228,CID552826,CHEMBL701460,C=OCC,GCWWFGBLAYFTNQ-ZCJZTUQWVB-Z,STEROID,C6H11N0O7S0Cl2,455.7016,0.12,9,3,17,89.98,0.68,PUBCHEM,0.909
COMPOUND_00229,Compound,Chemical_Compound_229,CID915848,CHEMBL658447,CCNCCC(=O)O,DUECUKEAKUFGKL-RWINILZWOU-E,SMALL_MOLECULE,C29H43O1,361.6354,-1.08,6,12,12,189.92,0.69,PUBCHEM,0.816
COMPOUND_00230,Compound,Chemical_Compound_230,CID187238,CHEMBL503196,CCCOCCCNCCO,MQPGISHYZUORPB-YQMVDGQEJU-P,STEROID,C17H29N7O1,315.9714,0.62,10,7,1,78.37,0.98,PUBCHEM,0.813
COMPOUND_00231,Compound,Chemical_Compound_231,CID329196,CHEMBL760669,CC(=O)OCCNCCN,PIYSIVBROQLTZA-UJATXXHGMO-H,STEROID,C22H31N0O3Cl2,842.2633,-1.17,2,8,5,71.64,0.37,PUBCHEM,0.936
COMPOUND_00232,Compound,Chemical_Compound_232,CID592771,CHEMBL100034,CCNCCOc1ccccc1CCC=O,JYWDTPDKHPXNMV-PVMKBVBRKX-F,PEPTIDE,C27H12N2O1,858.7236,2.1,1,13,18,44.58,0.88,PUBCHEM,0.961
COMPOUND_00233,Compound,Chemical_Compound_233,CID748476,CHEMBL720996,CCC=OCCCCCOc1ccccc1,ITEIFGVSORQUZC-OAWXHQEOQW-S,CARBOHYDRATE,C12H45O8,329.1168,7.05,8,14,18,122.82,0.72,PUBCHEM,0.862
COMPOUND_00234,Compound,Chemical_Compound_234,CID146649,CHEMBL658728,CCNC,CXIRVBZKWUKDUO-MFZEWCXGYE-C,SMALL_MOLECULE,C30H59N8O8,210.5551,4.29,8,7,16,26.95,0.39,PUBCHEM,0.885
COMPOUND_00235,Compound,Chemical_Compound_235,CID622827,CHEMBL650496,c1ccccc1CCNc1ccccc1,DQBCQEUFWGVNXF-FAAGFWGCSV-O,CARBOHYDRATE,C19H57N0O10,470.6852,0.26,4,6,19,25.17,0.57,PUBCHEM,0.965
COMPOUND_00236,Compound,Chemical_Compound_236,CID604704,CHEMBL188904,Cc1ccccc1C,LPBSQJDVCEQRGA-IGNQXUFLBO-J,CARBOHYDRATE,C17H28N4,652.4468,2.18,9,6,11,51.75,0.58,PUBCHEM,0.829
COMPOUND_00237,Compound,Chemical_Compound_237,CID714463,CHEMBL277066,CCCNc1ccccc1CCC,RAMQABCWJXVVJT-REORSQIGRZ-P,ALKALOID,C18H51N7O7,713.0266,-1.57,0,3,4,108.1,0.56,PUBCHEM,0.937
COMPOUND_00238,Compound,Chemical_Compound_238,CID912850,CHEMBL915624,CCCCNC=Oc1ccccc1,EBSNBDCQXBOFUV-VPFNQDUDPE-S,PEPTIDE,C5H59O1,138.0374,0.38,2,2,18,172.79,0.75,PUBCHEM,0.905
COMPOUND_00239,Compound,Chemical_Compound_239,CID282935,CHEMBL791167,c1ccccc1c1ccccc1C,ZUULQWGOZIAPFY-YSXXQFJVGR-J,FLAVONOID,C30H27O1S1Cl0,930.1932,3.71,2,7,9,139.67,0.35,PUBCHEM,0.812
COMPOUND_00240,Compound,Chemical_Compound_240,CID920746,CHEMBL474263,C=OCCOCC,RTJESAKRQRZBEN-BLBACSIWND-I,STEROID,C30H36N6O7Cl0,856.7956,0.17,2,9,9,163.54,0.75,PUBCHEM,0.916
COMPOUND_00241,Compound,Chemical_Compound_241,CID411843,CHEMBL130890,CCOCCC,EKRTZYMSKFOXZJ-HFCPOIOFYW-T,STEROID,C28H33O1,279.295,-0.82,5,2,12,61.49,0.22,PUBCHEM,0.905
COMPOUND_00242,Compound,Chemical_Compound_242,CID748166,CHEMBL771664,CC,SEKFZQKYNXGJSM-NENQWVTCVK-X,NUCLEOTIDE,C6H31N3O2S0,433.6257,5.52,10,4,7,175.0,0.99,PUBCHEM,0.807
COMPOUND_00243,Compound,Chemical_Compound_243,CID666612,CHEMBL940575,CCCC=OCCC(=O)O,HFUZQVDXCMRBFA-KVCHTPZFKW-F,LIPID,C12H13N2O0S0Cl1,256.2327,-1.75,5,11,11,30.21,0.29,PUBCHEM,0.927
COMPOUND_00244,Compound,Chemical_Compound_244,CID109449,CHEMBL304825,C(=O)Oc1ccccc1c1ccccc1,CHCBZWQLSZMFYH-FMKHTKLCWU-J,STEROID,C8H15N2O3Cl1,284.7814,1.51,6,11,8,96.02,0.16,PUBCHEM,0.814
COMPOUND_00245,Compound,Chemical_Compound_245,CID564676,CHEMBL141364,C=OCCCCCCO,NIDMGWNTMSZLXH-NRKRPFJMUT-H,STEROID,C19H46N3O4S2,902.5684,3.12,3,9,3,29.0,0.63,PUBCHEM,0.968
COMPOUND_00246,Compound,Chemical_Compound_246,CID728910,CHEMBL129915,CCCc1ccccc1,CDWGAOKXLJYELB-QAYQSXTOTY-D,CARBOHYDRATE,C10H31N8O0S1,436.3122,3.29,0,9,4,21.95,0.63,PUBCHEM,0.91
COMPOUND_00247,Compound,Chemical_Compound_247,CID899430,CHEMBL891142,CCNC(=O)O,JEETLANDWTXAXS-YYBGNEIUIU-S,LIPID,C22H12N3,127.3107,3.05,5,5,17,137.91,0.91,PUBCHEM,0.913
COMPOUND_00248,Compound,Chemical_Compound_248,CID816562,CHEMBL805935,c1ccccc1C=OCC,IGSPOKEDVBSTCI-ERVRUORAOB-J,FLAVONOID,C24H34N2O9,692.7338,-0.97,10,4,6,131.9,0.32,PUBCHEM,0.977
COMPOUND_00249,Compound,Chemical_Compound_249,CID937867,CHEMBL940514,CCCOCc1ccccc1CC,VYISRXXSGJIOIS-OZZFDZUDJQ-U,PEPTIDE,C29H32N2Cl0,285.3141,7.64,6,2,18,59.18,0.39,PUBCHEM,0.931
COMPOUND_00250,Compound,Chemical_Compound_250,CID387287,CHEMBL607238,CCC=OC(=O)OC(=O)O,BUXVCWLBFURVVX-TMXATCNEBC-H,ALKALOID,C16H15N4O3S1,424.9317,4.2,5,15,19,106.5,0.81,PUBCHEM,0.874
COMPOUND_00251,Compound,Chemical_Compound_251,CID376815,CHEMBL799671,C(=O)OCCCCC,RXZTONSGRKDTZQ-TBBAERAPKY-P,FLAVONOID,C25H52N3O0,799.2291,5.02,9,13,18,197.05,0.93,PUBCHEM,0.975
COMPOUND_00252,Compound,Chemical_Compound_252,CID370362,CHEMBL487742,CCCCC,VXVBHJSGKIRYBM-VHTNURUBBF-Z,LIPID,C22H57O2,359.7898,-0.26,6,0,4,145.8,0.83,PUBCHEM,0.817
COMPOUND_00253,Compound,Chemical_Compound_253,CID542804,CHEMBL339238,CCOCCCC=OCCC,XDKOXNGGLPVHDZ-LOGMFZPCDU-A,PEPTIDE,C20H38N3O3,790.1081,6.04,7,8,0,153.68,0.18,PUBCHEM,0.828
COMPOUND_00254,Compound,Chemical_Compound_254,CID594192,CHEMBL458518,CCNCC(=O)OCCOCC,OOQCCFNLYAAJZJ-IDKSDBNMKZ-D,SMALL_MOLECULE,C9H36N7O7S2,298.3021,-0.64,5,3,2,22.83,0.26,PUBCHEM,0.874
COMPOUND_00255,Compound,Chemical_Compound_255,CID366136,CHEMBL285275,C=OC(=O)O,SXIOUXNWWUNCMU-FGXFDZMYCU-L,STEROID,C14H59N1O2,647.788,0.19,5,5,9,146.62,0.76,PUBCHEM,0.847
COMPOUND_00256,Compound,Chemical_Compound_256,CID728832,CHEMBL824371,CCC,EHTWLTVAXRJQXN-TDBWNIDDYC-J,STEROID,C29H59N4O5,504.2984,0.14,6,6,10,60.22,0.63,PUBCHEM,0.861
COMPOUND_00257,Compound,Chemical_Compound_257,CID470945,CHEMBL517393,C=OCCCCCN,KJOCIDWVKCTFDU-PMFEJNOVIQ-N,ALKALOID,C20H37O7S2,341.6164,0.32,5,3,2,172.52,0.52,PUBCHEM,0.908
COMPOUND_00258,Compound,Chemical_Compound_258,CID785189,CHEMBL175543,CCCc1ccccc1CCCC,FMHNBVDATFYSGA-LWFBJGUHZN-I,PEPTIDE,C24H43N2O3,361.5697,7.34,1,4,2,193.9,0.97,PUBCHEM,0.954
COMPOUND_00259,Compound,Chemical_Compound_259,CID617374,CHEMBL338061,CCOCCNCCCCN,MFCODZCHRVYNGO-MMDYIPMEEG-K,ALKALOID,C26H31Cl0,853.4671,4.29,6,15,20,181.35,0.37,PUBCHEM,0.865
COMPOUND_00260,Compound,Chemical_Compound_260,CID547341,CHEMBL709757,CCCC=OCCC,LIRSIDIFTDQTKT-QJMPBGGHWJ-L,STEROID,C23H20N0Cl2,620.1248,-0.94,4,13,18,178.32,0.27,PUBCHEM,0.957
COMPOUND_00261,Compound,Chemical_Compound_261,CID730843,CHEMBL730929,CCOCCCc1ccccc1CCCC(=O)O,ODLORCAIJYUGVG-SGRUHJQAQC-Z,FLAVONOID,C13H37O9,298.6019,2.86,0,5,19,49.41,0.32,PUBCHEM,0.841
COMPOUND_00262,Compound,Chemical_Compound_262,CID977834,CHEMBL640110,CCNCc1ccccc1CCO,JRPDVZRSMYPTCD-EEHSDFDQGV-H,PEPTIDE,C30H56N5O10,147.1757,-1.45,8,4,1,62.42,0.84,PUBCHEM,0.881
COMPOUND_00263,Compound,Chemical_Compound_263,CID884189,CHEMBL204122,CCNc1ccccc1C=OCCO,JRAJGGZZFGKVHI-NRIBWKPMVL-N,SMALL_MOLECULE,C11H39Cl3,547.0269,7.14,1,14,10,47.44,1.0,PUBCHEM,0.818
COMPOUND_00264,Compound,Chemical_Compound_264,CID779839,CHEMBL816839,C(=O)OCCC,YFTKGHNBDEQBQD-YNRQUEHUTF-W,ALKALOID,C15H41N8O9S1,702.0199,4.88,5,7,12,181.98,0.98,PUBCHEM,0.896
COMPOUND_00265,Compound,Chemical_Compound_265,CID531919,CHEMBL579569,c1ccccc1C=O,WEHADJJBCLWCDL-HADZABKZZE-O,FLAVONOID,C10H47O8,419.2713,6.47,6,8,12,100.82,0.3,PUBCHEM,0.884
COMPOUND_00266,Compound,Chemical_Compound_266,CID861913,CHEMBL282793,C=OCCCCCCN,ZHQRVJDJAFEJFA-OSUPBXDGRV-Z,PEPTIDE,C18H60N6O6S0,219.6531,-0.75,10,9,2,49.99,0.28,PUBCHEM,0.932
COMPOUND_00267,Compound,Chemical_Compound_267,CID132719,CHEMBL754510,C=OCCO,PSYZUGYNMIXGHJ-ELRSMOJYAT-X,LIPID,C22H24N0O10Cl0,570.5772,1.76,6,15,8,98.55,0.19,PUBCHEM,0.847
COMPOUND_00268,Compound,Chemical_Compound_268,CID999325,CHEMBL154564,c1ccccc1CC(=O)O,QCRGASRESKHBYD-VUTWLUEWSF-P,CARBOHYDRATE,C6H46N7O10Cl2,198.3973,4.58,9,4,0,71.02,0.76,PUBCHEM,0.949
COMPOUND_00269,Compound,Chemical_Compound_269,CID989040,CHEMBL432383,CCOCCN,SPJBRMTWCCEHGJ-PEUJZDNEEW-M,STEROID,C10H49N6Cl2,855.9276,0.88,5,4,2,116.76,0.7,PUBCHEM,0.911
COMPOUND_00270,Compound,Chemical_Compound_270,CID334382,CHEMBL288573,CCCCCOC=O,KKYZUAVJWCLCAC-WTBVOINKVR-C,ALKALOID,C8H55N2S2,560.7363,7.36,4,14,11,42.8,0.79,PUBCHEM,0.896
COMPOUND_00271,Compound,Chemical_Compound_271,CID208877,CHEMBL787788,c1ccccc1CCN,KFFQYQKLGIEFRX-ZMIBKOXAHT-M,CARBOHYDRATE,C17H39O8,387.9073,7.0,2,10,14,101.14,0.65,PUBCHEM,0.914
COMPOUND_00272,Compound,Chemical_Compound_272,CID142295,CHEMBL392173,CCOCCCCCCCCCCCN,RSGMTWDZZLWLUD-UCLRIQEELG-Z,STEROID,C11H50O4,911.3346,-0.44,9,0,16,47.49,0.29,PUBCHEM,0.96
COMPOUND_00273,Compound,Chemical_Compound_273,CID205305,CHEMBL589926,CCOCC,DDAYDIBUYLOJDI-PLNJFXDOYC-G,STEROID,C26H45N4O7Cl0,846.5006,2.81,10,2,17,112.46,0.83,PUBCHEM,0.804
COMPOUND_00274,Compound,Chemical_Compound_274,CID206399,CHEMBL104461,Cc1ccccc1C=OCCN,FLXYBZKGCZWFNV-EYXNLFASAM-M,NUCLEOTIDE,C28H34N2O5,274.4043,2.45,2,4,6,187.71,0.37,PUBCHEM,0.864
COMPOUND_00275,Compound,Chemical_Compound_275,CID454942,CHEMBL503824,CCNCCNCCNC(=O)O,PEQTXMKHAQMKBI-FFNPYNKMJE-K,LIPID,C15H54N3O2,548.696,6.23,9,1,1,170.42,0.63,PUBCHEM,0.808
COMPOUND_00276,Compound,Chemical_Compound_276,CID124914,CHEMBL954705,CCCOC=OCc1ccccc1,VHEJNDFMETREBV-LCQQJIILSG-N,STEROID,C27H27O5Cl2,216.2475,3.07,9,7,16,68.6,0.71,PUBCHEM,0.868
COMPOUND_00277,Compound,Chemical_Compound_277,CID986277,CHEMBL246949,CCC(=O)OC(=O)OCCOC=O,XZNVRIJHEXMAED-TUOQZGJVNZ-A,ALKALOID,C5H29N2O10Cl3,853.0667,7.97,10,2,9,64.18,0.56,PUBCHEM,0.978
COMPOUND_00278,Compound,Chemical_Compound_278,CID693908,CHEMBL851630,CCCC,KTAMCDGCPLHCVF-BPPOPGOXDQ-Q,STEROID,C28H53N2O3S1Cl2,975.4956,6.41,2,5,6,198.12,0.91,PUBCHEM,0.802
COMPOUND_00279,Compound,Chemical_Compound_279,CID662529,CHEMBL881741,C=OCCOC,MWMDKDDNARBEKQ-VNDKLUFQQS-L,CARBOHYDRATE,C8H41N6,315.0586,2.78,2,9,8,120.75,0.89,PUBCHEM,0.812
COMPOUND_00280,Compound,Chemical_Compound_280,CID376936,CHEMBL371502,CCCCCC(=O)O,SIJTJLZSRWDEVU-NURMVCUYBM-L,STEROID,C30H43O7Cl0,292.8836,-1.08,9,15,9,77.38,0.26,PUBCHEM,0.9
COMPOUND_00281,Compound,Chemical_Compound_281,CID840037,CHEMBL662802,CCNCCNCCCC(=O)O,SPLWALTUXEFIHR-UZVUUZCOJY-C,PEPTIDE,C8H41N1O7,229.4412,3.49,8,3,4,71.23,0.45,PUBCHEM,0.833
COMPOUND_00282,Compound,Chemical_Compound_282,CID141676,CHEMBL765438,CCCC(=O)O,ZVYDECZOGWSUHB-QIZJQDJUDL-H,NUCLEOTIDE,C6H16O9,217.6508,-1.59,3,6,0,46.9,0.19,PUBCHEM,0.956
COMPOUND_00283,Compound,Chemical_Compound_283,CID942316,CHEMBL977647,CCCCc1ccccc1c1ccccc1C=O,NMAYIGZFMORUYN-CGWOLMKKFB-E,ALKALOID,C26H58N3Cl0,517.8942,1.76,1,0,13,28.62,0.18,PUBCHEM,0.883
COMPOUND_00284,Compound,Chemical_Compound_284,CID710279,CHEMBL805099,CCCCC,NHTKLXSZJWSVGD-LOKXTDTZCG-Z,STEROID,C17H22N4O10,753.2911,7.54,10,14,14,186.94,0.97,PUBCHEM,0.854
COMPOUND_00285,Compound,Chemical_Compound_285,CID764028,CHEMBL254201,CCCCCC,KPBHNWIKPKQZBI-LKMAIPERBJ-P,PEPTIDE,C18H43N2O3Cl3,166.4154,0.08,9,4,6,138.37,0.42,PUBCHEM,0.855
COMPOUND_00286,Compound,Chemical_Compound_286,CID588820,CHEMBL501211,c1ccccc1C(=O)OC=OCC,JSZNPVTUDENNNU-FGPDHQEXDV-S,LIPID,C17H53O6S0,567.674,1.67,10,7,13,58.1,0.48,PUBCHEM,0.895
COMPOUND_00287,Compound,Chemical_Compound_287,CID798346,CHEMBL353197,c1ccccc1CCCCCCC,GRVQUIBVWFPAQM-YDFNKMTJRC-G,NUCLEOTIDE,C30H14O6S2,434.727,1.12,3,6,9,147.23,0.36,PUBCHEM,0.86
COMPOUND_00288,Compound,Chemical_Compound_288,CID758291,CHEMBL692931,CCCC,KMRPVTLLQKTZZS-YNUGIIIWAA-Z,FLAVONOID,C23H14N7O2,945.7072,2.41,8,15,9,166.89,0.17,PUBCHEM,0.854
COMPOUND_00289,Compound,Chemical_Compound_289,CID754973,CHEMBL532915,c1ccccc1CCNCCNCCCN,XNDKCPBKPWUKWQ-GQKAYPHKOU-Z,STEROID,C20H18N4O5,279.9508,6.44,4,9,16,75.48,0.27,PUBCHEM,0.973
COMPOUND_00290,Compound,Chemical_Compound_290,CID719902,CHEMBL229263,c1ccccc1c1ccccc1,BTHNBZQZOCFABR-LMYNAMTWAA-U,NUCLEOTIDE,C5H57N2O3S2Cl1,284.9769,1.37,1,14,2,40.85,1.0,PUBCHEM,0.841
COMPOUND_00291,Compound,Chemical_Compound_291,CID759361,CHEMBL872599,C(=O)Oc1ccccc1C=OC,TCPWHWGBVASHZF-LYJWJHJBPS-F,PEPTIDE,C23H43N7Cl3,305.3584,-0.36,9,13,9,160.81,0.49,PUBCHEM,0.882
COMPOUND_00292,Compound,Chemical_Compound_292,CID610213,CHEMBL952173,CCNCCC,SWFZWMNSPPTAIS-ABFEMACZCZ-T,SMALL_MOLECULE,C11H50N7O3,695.7917,2.39,9,6,6,117.13,0.88,PUBCHEM,0.855
COMPOUND_00293,Compound,Chemical_Compound_293,CID852804,CHEMBL945493,CCCc1ccccc1CCCc1ccccc1,OCJBLZAREBCQLX-MFUBYIVWLD-V,SMALL_MOLECULE,C8H60N3O3,477.3336,-0.1,10,1,9,96.26,0.53,PUBCHEM,0.859
COMPOUND_00294,Compound,Chemical_Compound_294,CID588554,CHEMBL675345,c1ccccc1CC(=O)OCCCO,RRRFWIDLQZNJQV-FOHEJAQSCQ-L,LIPID,C10H44N6O7,565.252,1.89,7,5,1,48.05,0.63,PUBCHEM,0.831
COMPOUND_00295,Compound,Chemical_Compound_295,CID610183,CHEMBL701064,CCCCOC,YGQRDEBZJCPLGQ-KFQVTWHDLW-N,PEPTIDE,C11H55N8O1Cl1,433.9249,3.28,3,6,16,174.98,0.5,PUBCHEM,0.974
COMPOUND_00296,Compound,Chemical_Compound_296,CID853148,CHEMBL888355,CCCCNCCCO,GSLQXCVRSTASRY-DWHBQFWGSU-Q,LIPID,C29H46N4O5,328.717,1.28,5,2,6,25.01,0.64,PUBCHEM,0.972
COMPOUND_00297,Compound,Chemical_Compound_297,CID505634,CHEMBL416013,C(=O)OC=Oc1ccccc1C=OC(=O)O,WFSRWIXNULTVCM-RFYSHUJUOH-H,PEPTIDE,C18H27O5Cl0,524.5129,-0.92,1,8,7,165.8,0.73,PUBCHEM,0.802
COMPOUND_00298,Compound,Chemical_Compound_298,CID345512,CHEMBL403137,c1ccccc1C=O,GDOHBVWXZRQJQT-DMFDIKGAED-T,ALKALOID,C28H36N8O3,533.6656,3.02,5,13,0,112.09,0.31,PUBCHEM,0.879
COMPOUND_00299,Compound,Chemical_Compound_299,CID506137,CHEMBL510800,CCOC,MWEHKDFMJBSXCU-DQSRJBXTGX-I,FLAVONOID,C15H17N3O8Cl0,368.4486,4.88,3,15,1,156.18,0.47,PUBCHEM,0.864
COMPOUND_00300,Compound,Chemical_Compound_300,CID528116,CHEMBL754958,CCOCCOCCCCCNC(=O)O,UXBNSGBSTIZXOL-NTSPPMIQIB-X,NUCLEOTIDE,C12H14N0O4,920.3675,7.69,10,9,2,36.94,0.28,PUBCHEM,0.946
