Id,Label,Properties:name,Properties:brandName,Properties:type,Properties:fdaApproved,Properties:molecularWeight,Properties:dosageForm,Properties:dosageMg,Properties:manufacturer,Properties:approvalDate,Properties:indication,Properties:contraindications,Properties:sideEffects,Properties:source,Properties:confidence
DRUG_00241,Drug,Drug_241_241,GenSR,HYPNOTIC,True,705.7,syrup,169,AbbVie,1992-01-26,cardiac protection,allergy history,rash; fatigue; headache; nausea,FDA_ORANGE_BOOK,0.898
DRUG_00242,Drug,Drug_242_242,Bioplus,ANTIBIOTIC,False,755.89,capsule,400,Novartis,2012-06-20,cardiac protection,pregnancy; heart failure,constipation; insomnia; headache,FDA_ORANGE_BOOK,0.99
DRUG_00243,Drug,Drug_243_243,PharmaSR,NSAID,False,762.39,injection,485,Bristol Myers Squibb,2007-04-25,depression treatment,bleeding disorders; kidney impairment; heart failure,dry mouth; constipation; insomnia; rash; headache,FDA_ORANGE_BOOK,0.937
DRUG_00244,Drug,Drug_244_244,VitaLA,BRONCHODILATOR,False,709.84,cream,441,Pfizer,2001-03-25,infection control,kidney impairment; pregnancy; liver disease,diarrhea; rash; dry mouth; nausea,FDA_ORANGE_BOOK,0.921
DRUG_00245,Drug,Drug_245_245,MaxER,NSAID,False,290.51,injection,377,Bristol Myers Squibb,2001-09-03,infection control,heart failure,fatigue; headache; dry mouth,FDA_ORANGE_BOOK,0.98
DRUG_00246,Drug,Drug_246_246,Maxmax,OPIOID,False,183.98,injection,215,Roche,1995-08-07,anxiety reduction,liver disease,drowsiness; fatigue,FDA_ORANGE_BOOK,0.929
DRUG_00247,Drug,Drug_247_247,Genex,ANTIBIOTIC,True,452.6,injection,470,Amgen,1992-12-26,blood pressure control,heart failure; pregnancy; liver disease,fatigue; dizziness,FDA_ORANGE_BOOK,0.934
DRUG_00248,Drug,Drug_248_248,Medol,ACE_INHIBITOR,False,508.51,syrup,169,Johnson & Johnson,1997-11-30,depression treatment,kidney impairment; liver disease; allergy history,diarrhea; nausea,FDA_ORANGE_BOOK,0.92
DRUG_00249,Drug,Drug_249_249,Pharmaol,PROTON_PUMP_INHIBITOR,True,317.75,syrup,344,Pfizer,2019-04-16,cholesterol management,kidney impairment; pregnancy; bleeding disorders,fatigue; drowsiness,FDA_ORANGE_BOOK,0.949
DRUG_00250,Drug,Drug_250_250,NovoXR,PROTON_PUMP_INHIBITOR,True,493.87,syrup,225,Merck,2014-03-16,anxiety reduction,bleeding disorders; allergy history; heart failure,dry mouth; drowsiness,FDA_ORANGE_BOOK,0.89
DRUG_00251,Drug,Drug_251_251,Pharmaol,NSAID,True,481.44,syrup,327,Bristol Myers Squibb,2017-03-14,inflammation reduction,allergy history; bleeding disorders,headache; drowsiness; insomnia; dizziness,FDA_ORANGE_BOOK,0.89
DRUG_00252,Drug,Drug_252_252,UltraLA,ANTICONVULSANT,False,213.84,capsule,262,Pfizer,2011-05-06,depression treatment,allergy history; kidney impairment,insomnia; drowsiness; dry mouth,FDA_ORANGE_BOOK,0.976
DRUG_00253,Drug,Drug_253_253,Proplus,ANXIOLYTIC,True,477.98,capsule,156,AbbVie,1998-08-23,blood pressure control,liver disease; heart failure; kidney impairment,fatigue; rash; insomnia; dry mouth,FDA_ORANGE_BOOK,0.894
DRUG_00254,Drug,Drug_254_254,GenER,BETA_BLOCKER,True,362.25,syrup,202,Merck,2009-09-25,pain relief,heart failure; allergy history,nausea; insomnia; constipation; dry mouth; dizziness,FDA_ORANGE_BOOK,0.874
DRUG_00255,Drug,Drug_255_255,BioER,OPIOID,True,453.48,injection,227,Pfizer,1998-10-09,pain relief,heart failure,insomnia; diarrhea; constipation; fatigue,FDA_ORANGE_BOOK,0.902
DRUG_00256,Drug,Drug_256_256,NovoLA,ANTICONVULSANT,False,763.36,tablet,425,Merck,2007-06-23,depression treatment,heart failure; kidney impairment; bleeding disorders,dizziness; rash,FDA_ORANGE_BOOK,0.926
DRUG_00257,Drug,Drug_257_257,Proplus,OPIOID,True,745.57,capsule,340,Johnson & Johnson,1990-09-24,pain relief,allergy history,nausea; constipation,FDA_ORANGE_BOOK,0.956
DRUG_00258,Drug,Drug_258_258,Genol,NSAID,True,748.26,injection,75,Novartis,1996-01-18,diabetes treatment,pregnancy,constipation; dizziness,FDA_ORANGE_BOOK,0.887
DRUG_00259,Drug,Drug_259_259,MedER,OPIOID,False,178.22,syrup,390,Pfizer,2008-07-27,cardiac protection,liver disease,insomnia; nausea; diarrhea,FDA_ORANGE_BOOK,0.894
DRUG_00260,Drug,Drug_260_260,Novool,STATIN,True,303.94,cream,354,Roche,2019-11-10,blood pressure control,allergy history,diarrhea; rash; fatigue; headache; dry mouth,FDA_ORANGE_BOOK,0.878
DRUG_00261,Drug,Drug_261_261,ProER,NSAID,False,628.92,capsule,281,Bristol Myers Squibb,2016-07-12,diabetes treatment,pregnancy; liver disease,rash; dry mouth; drowsiness; constipation,FDA_ORANGE_BOOK,0.905
DRUG_00262,Drug,Drug_262_262,Pharmaine,CORTICOSTEROID,False,451.49,cream,221,Amgen,2013-11-25,diabetes treatment,bleeding disorders,drowsiness; insomnia,FDA_ORANGE_BOOK,0.938
DRUG_00263,Drug,Drug_263_263,Prool,NSAID,False,441.76,injection,121,GlaxoSmithKline,2020-10-23,cholesterol management,allergy history; pregnancy,rash; dry mouth; headache,FDA_ORANGE_BOOK,0.897
DRUG_00264,Drug,Drug_264_264,GenSR,NSAID,True,630.64,capsule,36,AbbVie,1998-10-23,cholesterol management,heart failure; allergy history; pregnancy,dry mouth; insomnia,FDA_ORANGE_BOOK,0.951
DRUG_00265,Drug,Drug_265_265,Vitaex,ANTICONVULSANT,False,766.69,injection,254,Amgen,2012-12-22,infection control,pregnancy,dizziness; rash; headache; insomnia,FDA_ORANGE_BOOK,0.874
DRUG_00266,Drug,Drug_266_266,UltraLA,BETA_BLOCKER,False,631.57,cream,451,GlaxoSmithKline,1999-02-12,inflammation reduction,pregnancy; liver disease; allergy history,insomnia; fatigue; rash,FDA_ORANGE_BOOK,0.936
DRUG_00267,Drug,Drug_267_267,Medforte,DIURETIC,False,584.08,tablet,6,Merck,2020-11-27,diabetes treatment,liver disease; allergy history; kidney impairment,dry mouth; drowsiness; rash,FDA_ORANGE_BOOK,0.911
DRUG_00268,Drug,Drug_268_268,ProXR,ACE_INHIBITOR,True,517.24,cream,218,Roche,2005-04-16,blood pressure control,kidney impairment; bleeding disorders; pregnancy,rash; dizziness; dry mouth,FDA_ORANGE_BOOK,0.957
DRUG_00269,Drug,Drug_269_269,PharmaSR,STATIN,False,432.73,cream,343,Pfizer,2003-05-20,cardiac protection,liver disease; bleeding disorders,insomnia; fatigue; headache; diarrhea,FDA_ORANGE_BOOK,0.926
DRUG_00270,Drug,Drug_270_270,VitaXR,DIURETIC,False,787.54,injection,309,Roche,2022-01-16,infection control,liver disease,insomnia; drowsiness; dizziness,FDA_ORANGE_BOOK,0.877
DRUG_00271,Drug,Drug_271_271,Genplus,ANTICONVULSANT,False,277.75,capsule,461,Pfizer,2013-11-07,cardiac protection,bleeding disorders; kidney impairment; heart failure,headache; dizziness; constipation; fatigue,FDA_ORANGE_BOOK,0.948
DRUG_00272,Drug,Drug_272_272,Novoine,ACE_INHIBITOR,True,605.27,tablet,445,Pfizer,2000-07-14,cholesterol management,pregnancy,constipation; rash; insomnia,FDA_ORANGE_BOOK,0.977
DRUG_00273,Drug,Drug_273_273,Vitaol,DIURETIC,True,288.92,injection,220,Bristol Myers Squibb,2015-01-28,cardiac protection,allergy history,rash; nausea; dizziness,FDA_ORANGE_BOOK,0.941
DRUG_00274,Drug,Drug_274_274,Genine,PROTON_PUMP_INHIBITOR,True,161.88,injection,201,Sanofi,2018-04-21,cardiac protection,pregnancy; liver disease,dizziness; nausea; constipation; dry mouth,FDA_ORANGE_BOOK,0.916
DRUG_00275,Drug,Drug_275_275,MaxXR,STATIN,False,733.74,syrup,412,Pfizer,1994-06-01,depression treatment,heart failure,drowsiness; fatigue; dry mouth; diarrhea; headache,FDA_ORANGE_BOOK,0.958
DRUG_00276,Drug,Drug_276_276,Proplus,STATIN,True,641.95,injection,284,Roche,2005-08-12,inflammation reduction,pregnancy; liver disease,constipation; drowsiness; headache; insomnia,FDA_ORANGE_BOOK,0.851
DRUG_00277,Drug,Drug_277_277,Bioine,BRONCHODILATOR,False,746.33,cream,423,GlaxoSmithKline,2001-08-18,depression treatment,pregnancy,insomnia; dry mouth; drowsiness; constipation,FDA_ORANGE_BOOK,0.858
DRUG_00278,Drug,Drug_278_278,Vitaol,STATIN,True,321.01,tablet,24,Pfizer,2017-11-29,blood pressure control,pregnancy,dry mouth; insomnia; fatigue,FDA_ORANGE_BOOK,0.907
DRUG_00279,Drug,Drug_279_279,Neomax,BRONCHODILATOR,False,405.54,capsule,442,Bristol Myers Squibb,2020-03-18,infection control,pregnancy,drowsiness; fatigue,FDA_ORANGE_BOOK,0.863
DRUG_00280,Drug,Drug_280_280,Maxol,ANXIOLYTIC,False,720.93,syrup,440,Johnson & Johnson,2018-05-18,cholesterol management,bleeding disorders; liver disease; pregnancy,diarrhea; headache; fatigue; rash; insomnia,FDA_ORANGE_BOOK,0.968
DRUG_00281,Drug,Drug_281_281,Ultraforte,CORTICOSTEROID,True,745.19,syrup,103,Roche,2011-10-25,pain relief,pregnancy,rash; diarrhea; nausea; fatigue; drowsiness,FDA_ORANGE_BOOK,0.988
DRUG_00282,Drug,Drug_282_282,Proforte,NSAID,False,406.22,capsule,343,Johnson & Johnson,1993-09-04,pain relief,heart failure; bleeding disorders,insomnia; constipation; nausea,FDA_ORANGE_BOOK,0.981
DRUG_00283,Drug,Drug_283_283,Vitaplus,ANTIDEPRESSANT,True,307.96,injection,62,Sanofi,2001-09-26,depression treatment,allergy history,rash; dizziness; dry mouth; nausea; headache,FDA_ORANGE_BOOK,0.867
DRUG_00284,Drug,Drug_284_284,MaxLA,BETA_BLOCKER,True,157.85,cream,43,Sanofi,1996-04-27,anxiety reduction,liver disease; kidney impairment; heart failure,dry mouth; rash,FDA_ORANGE_BOOK,0.88
DRUG_00285,Drug,Drug_285_285,Novool,STATIN,False,183.9,injection,323,Johnson & Johnson,2014-03-20,inflammation reduction,allergy history; pregnancy,constipation; dizziness,FDA_ORANGE_BOOK,0.918
DRUG_00286,Drug,Drug_286_286,Genol,BETA_BLOCKER,True,318.27,capsule,393,Merck,2014-04-06,anxiety reduction,kidney impairment,insomnia; fatigue,FDA_ORANGE_BOOK,0.906
DRUG_00287,Drug,Drug_287_287,Bioex,NSAID,True,647.28,cream,276,Bristol Myers Squibb,2000-05-23,inflammation reduction,heart failure,constipation; headache; diarrhea,FDA_ORANGE_BOOK,0.927
DRUG_00288,Drug,Drug_288_288,Ultraforte,OPIOID,True,712.33,capsule,126,Amgen,2008-12-08,infection control,liver disease; heart failure; bleeding disorders,nausea; dry mouth; insomnia; headache,FDA_ORANGE_BOOK,0.868
DRUG_00289,Drug,Drug_289_289,Genol,PROTON_PUMP_INHIBITOR,True,572.17,tablet,474,Amgen,2017-03-09,inflammation reduction,pregnancy; heart failure,diarrhea; rash,FDA_ORANGE_BOOK,0.881
DRUG_00290,Drug,Drug_290_290,PharmaER,CORTICOSTEROID,False,424.98,cream,250,Sanofi,2015-07-31,pain relief,heart failure,nausea; drowsiness,FDA_ORANGE_BOOK,0.96
DRUG_00291,Drug,Drug_291_291,Vitaex,ANXIOLYTIC,True,795.19,tablet,84,Pfizer,1991-06-29,inflammation reduction,pregnancy; liver disease; allergy history,headache; dry mouth,FDA_ORANGE_BOOK,0.973
DRUG_00292,Drug,Drug_292_292,Ultraplus,ACE_INHIBITOR,True,356.42,capsule,337,Novartis,2018-06-22,blood pressure control,liver disease; bleeding disorders,dizziness; constipation; dry mouth; nausea; fatigue,FDA_ORANGE_BOOK,0.891
DRUG_00293,Drug,Drug_293_293,Novoex,DIURETIC,True,515.59,tablet,281,Merck,1995-12-23,cholesterol management,heart failure; kidney impairment,drowsiness; dry mouth; headache,FDA_ORANGE_BOOK,0.911
DRUG_00294,Drug,Drug_294_294,Vitaol,ANXIOLYTIC,False,179.48,injection,327,Novartis,2001-03-02,infection control,pregnancy; bleeding disorders,constipation; headache,FDA_ORANGE_BOOK,0.961
DRUG_00295,Drug,Drug_295_295,Bioine,HYPNOTIC,False,707.95,syrup,353,Roche,1992-01-06,cholesterol management,bleeding disorders; heart failure; allergy history,diarrhea; nausea; rash,FDA_ORANGE_BOOK,0.877
DRUG_00296,Drug,Drug_296_296,NeoSR,ANTICONVULSANT,False,342.55,cream,254,Novartis,2022-11-06,diabetes treatment,liver disease,insomnia; constipation; dizziness,FDA_ORANGE_BOOK,0.922
DRUG_00297,Drug,Drug_297_297,GenXR,ANTIDEPRESSANT,False,569.09,injection,150,Roche,2005-02-04,cardiac protection,bleeding disorders; heart failure,nausea; constipation; dizziness,FDA_ORANGE_BOOK,0.851
DRUG_00298,Drug,Drug_298_298,Ultraex,ANTICONVULSANT,True,345.52,tablet,184,Sanofi,2003-07-25,diabetes treatment,liver disease; pregnancy,dry mouth; headache; fatigue,FDA_ORANGE_BOOK,0.918
DRUG_00299,Drug,Drug_299_299,Novoex,HYPNOTIC,True,256.84,capsule,28,Bristol Myers Squibb,2006-08-31,infection control,bleeding disorders,dizziness; dry mouth; rash,FDA_ORANGE_BOOK,0.915
DRUG_00300,Drug,Drug_300_300,Pharmaine,PROTON_PUMP_INHIBITOR,False,599.08,tablet,268,Novartis,2021-09-15,depression treatment,kidney impairment; bleeding disorders; allergy history,drowsiness; headache; dry mouth,FDA_ORANGE_BOOK,0.932
DRUG_00301,Drug,Drug_301_301,MaxSR,HYPNOTIC,True,566.9,syrup,81,Sanofi,2007-09-30,cholesterol management,bleeding disorders; kidney impairment,diarrhea; insomnia; drowsiness,FDA_ORANGE_BOOK,0.888
DRUG_00302,Drug,Drug_302_302,Pharmaplus,STATIN,False,403.22,cream,9,Sanofi,2009-05-29,blood pressure control,heart failure; allergy history; pregnancy,insomnia; headache; dizziness,FDA_ORANGE_BOOK,0.968
DRUG_00303,Drug,Drug_303_303,GenXR,ANTIBIOTIC,True,651.81,capsule,448,Roche,2008-02-25,blood pressure control,heart failure; kidney impairment; allergy history,diarrhea; fatigue; constipation; insomnia; headache,FDA_ORANGE_BOOK,0.939
DRUG_00304,Drug,Drug_304_304,Genforte,NSAID,False,413.24,syrup,301,Bristol Myers Squibb,2022-03-16,infection control,heart failure,dry mouth; headache; diarrhea; rash; dizziness,FDA_ORANGE_BOOK,0.918
DRUG_00305,Drug,Drug_305_305,Medex,ANTICONVULSANT,False,552.96,injection,437,Amgen,1999-08-05,pain relief,bleeding disorders; heart failure,fatigue; dry mouth; diarrhea; rash,FDA_ORANGE_BOOK,0.892
DRUG_00306,Drug,Drug_306_306,Neool,HYPNOTIC,False,691.78,injection,454,Merck,1994-07-11,blood pressure control,kidney impairment,nausea; constipation; fatigue; dizziness; drowsiness,FDA_ORANGE_BOOK,0.941
DRUG_00307,Drug,Drug_307_307,Pharmamax,BETA_BLOCKER,True,504.3,tablet,141,Johnson & Johnson,2007-08-06,pain relief,bleeding disorders,fatigue; constipation; insomnia; rash; diarrhea,FDA_ORANGE_BOOK,0.876
DRUG_00308,Drug,Drug_308_308,GenSR,ANTIDEPRESSANT,True,649.46,tablet,157,AbbVie,2017-01-14,cardiac protection,liver disease; allergy history; kidney impairment,headache; insomnia; drowsiness; dizziness,FDA_ORANGE_BOOK,0.979
DRUG_00309,Drug,Drug_309_309,UltraER,STATIN,False,746.41,capsule,50,Pfizer,2016-08-22,diabetes treatment,bleeding disorders,insomnia; drowsiness; dizziness; rash; constipation,FDA_ORANGE_BOOK,0.932
DRUG_00310,Drug,Drug_310_310,NovoER,OPIOID,True,753.19,capsule,492,Bristol Myers Squibb,2011-05-23,diabetes treatment,liver disease; kidney impairment; bleeding disorders,nausea; headache; drowsiness; dry mouth; dizziness,FDA_ORANGE_BOOK,0.942
DRUG_00311,Drug,Drug_311_311,Novoforte,DIURETIC,True,428.33,tablet,311,Merck,1994-12-12,blood pressure control,bleeding disorders; liver disease,fatigue; headache; dry mouth,FDA_ORANGE_BOOK,0.939
DRUG_00312,Drug,Drug_312_312,Genol,STATIN,True,436.19,cream,33,Johnson & Johnson,1998-05-17,depression treatment,liver disease; heart failure,nausea; dry mouth; insomnia; dizziness; constipation,FDA_ORANGE_BOOK,0.89
DRUG_00313,Drug,Drug_313_313,NovoXR,PROTON_PUMP_INHIBITOR,True,323.7,cream,72,AbbVie,1999-05-05,cardiac protection,heart failure; pregnancy,nausea; fatigue; headache; rash; insomnia,FDA_ORANGE_BOOK,0.987
DRUG_00314,Drug,Drug_314_314,Medforte,PROTON_PUMP_INHIBITOR,True,709.63,cream,302,Johnson & Johnson,1992-12-12,blood pressure control,heart failure,diarrhea; insomnia,FDA_ORANGE_BOOK,0.94
DRUG_00315,Drug,Drug_315_315,Vitaforte,HYPNOTIC,False,187.52,injection,303,GlaxoSmithKline,1992-07-02,depression treatment,allergy history; pregnancy,headache; fatigue; constipation,FDA_ORANGE_BOOK,0.96
DRUG_00316,Drug,Drug_316_316,Genplus,HYPNOTIC,True,242.64,tablet,377,Johnson & Johnson,2010-05-23,inflammation reduction,allergy history,dizziness; fatigue; nausea; insomnia; constipation,FDA_ORANGE_BOOK,0.86
DRUG_00317,Drug,Drug_317_317,NovoXR,OPIOID,False,254.9,capsule,246,Sanofi,1995-06-22,diabetes treatment,kidney impairment,fatigue; nausea; drowsiness,FDA_ORANGE_BOOK,0.876
DRUG_00318,Drug,Drug_318_318,UltraXR,ANTIBIOTIC,True,564.25,capsule,481,Merck,2020-10-29,blood pressure control,pregnancy; kidney impairment; bleeding disorders,headache; fatigue; dizziness,FDA_ORANGE_BOOK,0.926
DRUG_00319,Drug,Drug_319_319,Novoine,DIURETIC,True,764.93,injection,27,Amgen,2003-03-27,diabetes treatment,liver disease; heart failure,fatigue; constipation; rash; nausea,FDA_ORANGE_BOOK,0.87
DRUG_00320,Drug,Drug_320_320,Neomax,ANTIBIOTIC,False,217.35,injection,386,Roche,2008-06-30,depression treatment,pregnancy,dizziness; insomnia; nausea,FDA_ORANGE_BOOK,0.983
DRUG_00321,Drug,Drug_321_321,VitaXR,CORTICOSTEROID,False,674.99,syrup,84,Pfizer,2013-09-04,pain relief,pregnancy; kidney impairment,dizziness; dry mouth,FDA_ORANGE_BOOK,0.898
DRUG_00322,Drug,Drug_322_322,Genex,ANXIOLYTIC,True,387.83,syrup,205,GlaxoSmithKline,1992-01-05,pain relief,bleeding disorders; pregnancy; allergy history,dry mouth; fatigue; constipation; dizziness,FDA_ORANGE_BOOK,0.952
DRUG_00323,Drug,Drug_323_323,Pharmamax,STATIN,True,337.9,syrup,309,Johnson & Johnson,1996-01-15,blood pressure control,bleeding disorders,dry mouth; diarrhea; drowsiness; rash,FDA_ORANGE_BOOK,0.872
DRUG_00324,Drug,Drug_324_324,UltraER,ANTICONVULSANT,False,177.82,cream,209,Bristol Myers Squibb,2010-07-04,pain relief,bleeding disorders; liver disease; kidney impairment,nausea; dry mouth; headache; drowsiness,FDA_ORANGE_BOOK,0.857
DRUG_00325,Drug,Drug_325_325,PharmaXR,ANTIBIOTIC,False,576.41,tablet,51,AbbVie,1996-08-31,anxiety reduction,heart failure; allergy history,dry mouth; headache; rash; drowsiness; insomnia,FDA_ORANGE_BOOK,0.907
DRUG_00326,Drug,Drug_326_326,Novoplus,STATIN,True,422.76,tablet,29,Bristol Myers Squibb,2003-04-28,pain relief,liver disease; allergy history; bleeding disorders,diarrhea; drowsiness; dizziness; dry mouth,FDA_ORANGE_BOOK,0.961
DRUG_00327,Drug,Drug_327_327,Neoforte,ACE_INHIBITOR,False,284.64,injection,74,Sanofi,1993-01-01,depression treatment,kidney impairment; heart failure; liver disease,dry mouth; dizziness; constipation,FDA_ORANGE_BOOK,0.965
DRUG_00328,Drug,Drug_328_328,Vitaex,ANTIDEPRESSANT,False,282.84,capsule,54,Johnson & Johnson,2023-12-11,anxiety reduction,pregnancy,headache; dry mouth; nausea; drowsiness,FDA_ORANGE_BOOK,0.938
DRUG_00329,Drug,Drug_329_329,VitaSR,ACE_INHIBITOR,False,772.17,injection,118,GlaxoSmithKline,2019-08-04,anxiety reduction,kidney impairment,headache; constipation,FDA_ORANGE_BOOK,0.874
DRUG_00330,Drug,Drug_330_330,MaxSR,NSAID,False,262.77,syrup,93,Pfizer,1990-12-30,diabetes treatment,kidney impairment,headache; dizziness; constipation; rash; nausea,FDA_ORANGE_BOOK,0.914
DRUG_00331,Drug,Drug_331_331,ProLA,BRONCHODILATOR,False,217.95,capsule,419,Novartis,2004-07-08,infection control,kidney impairment,diarrhea; nausea; drowsiness; headache; dizziness,FDA_ORANGE_BOOK,0.889
DRUG_00332,Drug,Drug_332_332,Novoplus,BETA_BLOCKER,False,358.54,syrup,486,Sanofi,2000-02-13,diabetes treatment,pregnancy,headache; fatigue; dry mouth,FDA_ORANGE_BOOK,0.968
DRUG_00333,Drug,Drug_333_333,Neoine,ANTIDEPRESSANT,False,624.72,tablet,258,Merck,2000-04-14,infection control,pregnancy,rash; dry mouth; insomnia; fatigue; dizziness,FDA_ORANGE_BOOK,0.864
DRUG_00334,Drug,Drug_334_334,Novoine,ANXIOLYTIC,True,208.15,capsule,306,Pfizer,2003-04-28,cardiac protection,bleeding disorders; heart failure; pregnancy,constipation; insomnia; diarrhea; headache; rash,FDA_ORANGE_BOOK,0.909
DRUG_00335,Drug,Drug_335_335,MedXR,ANTIDEPRESSANT,False,543.83,syrup,184,AbbVie,2023-07-26,blood pressure control,bleeding disorders,diarrhea; drowsiness; nausea,FDA_ORANGE_BOOK,0.887
DRUG_00336,Drug,Drug_336_336,Pharmaex,ANXIOLYTIC,False,432.47,syrup,120,Merck,2001-03-11,anxiety reduction,liver disease; kidney impairment,constipation; dizziness,FDA_ORANGE_BOOK,0.92
DRUG_00337,Drug,Drug_337_337,Proine,DIURETIC,True,700.95,cream,397,GlaxoSmithKline,2019-11-17,cholesterol management,allergy history; kidney impairment; pregnancy,nausea; dizziness,FDA_ORANGE_BOOK,0.922
DRUG_00338,Drug,Drug_338_338,NovoSR,BETA_BLOCKER,False,189.43,syrup,443,GlaxoSmithKline,2013-02-13,pain relief,allergy history,nausea; dry mouth; constipation; drowsiness,FDA_ORANGE_BOOK,0.98
DRUG_00339,Drug,Drug_339_339,Vitaex,ANTIDEPRESSANT,False,251.21,syrup,258,Roche,2015-10-09,pain relief,heart failure,dry mouth; fatigue; nausea; headache,FDA_ORANGE_BOOK,0.978
DRUG_00340,Drug,Drug_340_340,Ultraforte,ANTIDEPRESSANT,True,391.16,syrup,43,GlaxoSmithKline,2002-07-12,cholesterol management,bleeding disorders,drowsiness; insomnia; diarrhea; dry mouth,FDA_ORANGE_BOOK,0.876
DRUG_00341,Drug,Drug_341_341,BioLA,CORTICOSTEROID,True,230.55,tablet,130,GlaxoSmithKline,2017-10-07,anxiety reduction,bleeding disorders; pregnancy; liver disease,dizziness; drowsiness; rash; fatigue; insomnia,FDA_ORANGE_BOOK,0.896
DRUG_00342,Drug,Drug_342_342,VitaSR,DIURETIC,False,508.32,injection,433,Novartis,2022-07-19,blood pressure control,bleeding disorders,constipation; diarrhea; rash; dry mouth; drowsiness,FDA_ORANGE_BOOK,0.864
DRUG_00343,Drug,Drug_343_343,Proplus,ANTIBIOTIC,False,469.13,cream,162,Pfizer,1996-01-07,depression treatment,allergy history; bleeding disorders,rash; dizziness; headache; drowsiness; constipation,FDA_ORANGE_BOOK,0.97
DRUG_00344,Drug,Drug_344_344,Biool,ANTIBIOTIC,False,272.28,cream,198,Merck,2017-06-23,infection control,heart failure,constipation; diarrhea; nausea; dry mouth,FDA_ORANGE_BOOK,0.924
DRUG_00345,Drug,Drug_345_345,Pharmaine,BRONCHODILATOR,False,758.08,syrup,211,Bristol Myers Squibb,2005-06-12,pain relief,kidney impairment; pregnancy,diarrhea; fatigue; constipation,FDA_ORANGE_BOOK,0.977
DRUG_00346,Drug,Drug_346_346,Pharmaex,ANTIDEPRESSANT,True,540.87,syrup,167,Sanofi,2016-09-04,anxiety reduction,bleeding disorders,nausea; diarrhea,FDA_ORANGE_BOOK,0.923
DRUG_00347,Drug,Drug_347_347,Bioforte,BETA_BLOCKER,False,678.08,capsule,38,Roche,2010-11-25,blood pressure control,allergy history,drowsiness; insomnia,FDA_ORANGE_BOOK,0.913
DRUG_00348,Drug,Drug_348_348,VitaSR,BETA_BLOCKER,True,329.2,tablet,377,AbbVie,1996-02-28,cardiac protection,heart failure; liver disease,rash; diarrhea; fatigue,FDA_ORANGE_BOOK,0.865
DRUG_00349,Drug,Drug_349_349,Medol,HYPNOTIC,True,407.66,syrup,204,Roche,1992-02-23,inflammation reduction,bleeding disorders,drowsiness; dizziness; diarrhea; dry mouth,FDA_ORANGE_BOOK,0.98
DRUG_00350,Drug,Drug_350_350,Ultraol,PROTON_PUMP_INHIBITOR,False,292.5,cream,389,AbbVie,2022-06-09,cholesterol management,allergy history,constipation; headache,FDA_ORANGE_BOOK,0.867
DRUG_00351,Drug,Drug_351_351,ProSR,PROTON_PUMP_INHIBITOR,False,565.99,syrup,92,Sanofi,2003-07-25,cardiac protection,bleeding disorders; heart failure,insomnia; drowsiness; fatigue,FDA_ORANGE_BOOK,0.934
DRUG_00352,Drug,Drug_352_352,Ultraol,ANTICONVULSANT,True,302.7,tablet,150,Roche,2008-10-12,infection control,allergy history,diarrhea; fatigue; drowsiness; nausea,FDA_ORANGE_BOOK,0.891
DRUG_00353,Drug,Drug_353_353,Neoex,OPIOID,False,423.51,syrup,429,Amgen,2017-09-11,cardiac protection,liver disease; allergy history; pregnancy,diarrhea; dry mouth; insomnia; headache,FDA_ORANGE_BOOK,0.897
DRUG_00354,Drug,Drug_354_354,Neomax,ANXIOLYTIC,True,169.18,injection,125,AbbVie,2005-07-25,infection control,bleeding disorders; pregnancy,dizziness; nausea; diarrhea,FDA_ORANGE_BOOK,0.922
DRUG_00355,Drug,Drug_355_355,Medplus,PROTON_PUMP_INHIBITOR,True,360.14,cream,323,GlaxoSmithKline,2004-03-23,cardiac protection,pregnancy,constipation; fatigue; dizziness,FDA_ORANGE_BOOK,0.944
DRUG_00356,Drug,Drug_356_356,Medmax,OPIOID,False,709.17,injection,49,Merck,2015-03-03,cardiac protection,kidney impairment; bleeding disorders; heart failure,diarrhea; constipation; rash; dizziness; dry mouth,FDA_ORANGE_BOOK,0.937
DRUG_00357,Drug,Drug_357_357,Novool,ANXIOLYTIC,True,336.63,cream,329,Novartis,2016-06-15,depression treatment,kidney impairment,dry mouth; diarrhea; fatigue,FDA_ORANGE_BOOK,0.878
DRUG_00358,Drug,Drug_358_358,Medine,STATIN,False,419.6,capsule,231,Sanofi,1996-03-02,depression treatment,liver disease; kidney impairment; bleeding disorders,headache; dizziness; nausea; fatigue; drowsiness,FDA_ORANGE_BOOK,0.935
DRUG_00359,Drug,Drug_359_359,BioXR,ACE_INHIBITOR,True,388.94,injection,361,Bristol Myers Squibb,1999-09-20,pain relief,liver disease; kidney impairment; pregnancy,rash; constipation; dry mouth,FDA_ORANGE_BOOK,0.92
DRUG_00360,Drug,Drug_360_360,Vitaex,ACE_INHIBITOR,False,289.08,syrup,85,Amgen,2011-04-26,depression treatment,liver disease; kidney impairment; pregnancy,drowsiness; fatigue,FDA_ORANGE_BOOK,0.928
DRUG_00361,Drug,Drug_361_361,Maxmax,ANXIOLYTIC,True,383.86,cream,301,Pfizer,1991-10-21,infection control,kidney impairment; bleeding disorders,insomnia; headache; drowsiness,FDA_ORANGE_BOOK,0.869
