Id,Label,Properties:type_string,Properties:code_string,Properties:icao_string,Properties:desc_string,Properties:region_string,Properties:runways_int,Properties:longest_int,Properties:elev_int,Properties:country_string,Properties:city_string,Properties:lat_double,Properties:lon_double
2010,airport,airport,MDK,FZEA,Mbandaka Airport,CD-EQ,1.0,7223.0,1040.0,CD,Mbandaka,0.0226000007242,18.2887001038
2011,airport,airport,BNB,FZGN,Boende Airport,CD-EQ,1.0,4593.0,1168.0,CD,Boende,-0.216999992728233,20.8500003814697
2012,airport,airport,FKI,FZIC,Bangoka International Airport,CD-OR,1.0,11483.0,1417.0,CD,Kisangani,0.481638997793,25.3379993439
2013,airport,airport,KND,FZOA,Kindu Airport,CD-MA,1.0,7218.0,1630.0,CD,Kindu,-2.91917991638,25.9153995514
2014,airport,airport,KGA,FZUA,Kananga Airport,CD-KW,1.0,7218.0,2139.0,CD,Kananga,-5.90005016327,22.4692001343
2015,airport,airport,TSH,FZUK,Tshikapa Airport,CD-KW,1.0,5249.0,1595.0,CD,Tshikapa,-6.43833017349243,20.7947006225586
2016,airport,airport,MJM,FZWA,Mbuji Mayi Airport,CD-KE,1.0,6558.0,2221.0,CD,Mbuji Mayi,-6.12124013901,23.5690002441
2017,airport,airport,GMZ,GCGM,La Gomera Airport,ES-CN,1.0,4921.0,716.0,ES,"Alajero, La Gomera Island",28.0296001434326,-17.214599609375
2018,airport,airport,VDE,GCHI,Hierro Airport,ES-CN,1.0,4101.0,103.0,ES,El Hierro Island,27.8148002624512,-17.8871002197266
2019,airport,airport,OXB,GGOV,Osvaldo Vieira International Airport,GW-BS,1.0,10499.0,129.0,GW,Bissau,11.8948001861572,-15.6536998748779
2020,airport,airport,MLW,GLMR,Spriggs Payne Airport,LR-MO,1.0,6000.0,25.0,LR,Monrovia,6.28906011581421,-10.7587003707886
2021,airport,airport,VIL,GMMH,Dakhla Airport,EH-U-A,1.0,9842.0,36.0,EH,Dakhla,23.7182998657227,-15.9320001602173
2022,airport,airport,EUN,GMML,Hassan I Airport,EH-U-A,2.0,8861.0,207.0,EH,El Aaiún,27.1516990661621,-13.2192001342773
2023,airport,airport,TTU,GMTN,Saniat Rmel Airport,MA-TET,1.0,7546.0,10.0,MA,Tetuan,35.5942993164062,-5.32002019882202
2024,airport,airport,GNU,none,Goodnews Airport,US-AK,1.0,3300.0,18.0,US,Goodnews,59.117401123,-161.57699585
2025,airport,airport,ZIG,GOGG,Ziguinchor Airport,SN-ZG,1.0,5069.0,75.0,SN,Ziguinchor,12.5556001663208,-16.2817993164062
2026,airport,airport,NDB,GQPP,Nouadhibou International Airport,MR-08,1.0,7961.0,24.0,MR,Nouadhibou,20.9330997467041,-17.0300006866455
2027,airport,airport,OUZ,GQPZ,Tazadit Airport,MR-11,1.0,7874.0,1129.0,MR,Zouérate,22.7563991546631,-12.4835996627808
2028,airport,airport,MMO,GVMA,Maio Airport,CV-S,2.0,3924.0,36.0,CV,Vila do Maio,15.1559000015259,-23.2136993408203
2029,airport,airport,SFL,GVSF,São Filipe Airport,CV-S,1.0,3937.0,617.0,CV,São Filipe,14.8850002289,-24.4799995422
2030,airport,airport,SNE,GVSN,Preguiça Airport,CV-B,1.0,4593.0,669.0,CV,Preguiça,16.588399887085,-24.2847003936768
2031,airport,airport,AMH,HAAM,Arba Minch Airport,ET-SN,1.0,9170.0,3901.0,ET,Arba Minch,6.03939008712769,37.5904998779297
2032,airport,airport,AXU,HAAX,Axum Airport,ET-TI,1.0,7874.0,6959.0,ET,Axum,14.1468000411987,38.7728004455566
2033,airport,airport,BJR,HABD,Bahir Dar Airport,ET-AM,1.0,9842.0,5978.0,ET,Bahir Dar,11.608099937439,37.3216018676758
2034,airport,airport,DIR,HADR,Aba Tenna Dejazmach Yilma International Airport,ET-DD,1.0,8791.0,3827.0,ET,Dire Dawa,9.62469959259033,41.8541984558105
2035,airport,airport,GMB,HAGM,Gambella Airport,ET-GA,1.0,8248.0,1614.0,ET,Gambela,8.12876033782959,34.5630989074707
2036,airport,airport,GDQ,HAGN,Gonder Airport,ET-AM,1.0,9072.0,6449.0,ET,Gondar,12.5199003219604,37.4339981079102
2037,airport,airport,JIJ,HAJJ,Wilwal International Airport,ET-SO,1.0,8060.0,5954.0,ET,Jijiga,9.3325,42.9121
2038,airport,airport,JIM,HAJM,Jimma Airport,ET-OR,1.0,6562.0,5500.0,ET,Jimma,7.66609001159668,36.8166007995605
2039,airport,airport,MQX,HAMK,Alula Aba Nega Airport,ET-TI,1.0,11825.0,7396.0,ET,Makale,13.467399597168,39.5335006713867
2040,airport,airport,ASO,HASO,Asosa Airport,ET-BE,1.0,6398.0,5100.0,ET,Asosa,10.018500328064,34.5862998962402
2041,airport,airport,BSA,HCMF,Bosaso Airport,SO-BR,1.0,5873.0,3.0,SO,Bosaso,11.2753000259399,49.1493988037109
2042,airport,airport,MGQ,HCMM,Aden Adde International Airport,SO-BN,1.0,10335.0,29.0,SO,Mogadishu,2.01444005966187,45.3046989440918
2043,airport,airport,GLK,HCMR,Galcaio Airport,SO-MU,1.0,9843.0,975.0,SO,Galkayo,6.78082990646,47.45470047
2044,airport,airport,ATZ,HEAT,Assiut International Airport,EG-WAD,1.0,9905.0,772.0,EG,Assiut,27.0464992523,31.0119991302
2045,airport,airport,HMB,HEMK,Sohag International Airport,EG-SHG,1.0,9843.0,859.0,EG,Sohag,26.3427777778,31.7427777778
2046,airport,airport,ASW,HESN,Aswan International Airport,EG-ASN,1.0,11161.0,662.0,EG,Aswan,23.9643993378,32.8199996948
2047,airport,airport,ASM,HHAS,Asmara International Airport,ER-SK,2.0,9842.0,7661.0,ER,Asmara,15.2918996810913,38.910701751709
2048,airport,airport,HKB,PAHV,Healy River Airport,US-AK,1.0,2910.0,1180.0,US,Healy,63.9958,-144.6926
2049,airport,airport,EDL,HKEL,Eldoret International Airport,KE-700,1.0,11480.0,6941.0,KE,Eldoret,0.404457986354828,35.238899230957
2050,airport,airport,KIS,HKKI,Kisumu Airport,KE-600,1.0,6511.0,3734.0,KE,Kisumu,-0.0861390009522438,34.7289009094238
2051,airport,airport,LOK,HKLO,Lodwar Airport,KE-700,3.0,3281.0,1715.0,KE,Lodwar,3.1219699382782,35.608699798584
2052,airport,airport,MYD,HKML,Malindi Airport,KE-300,2.0,4600.0,80.0,KE,Malindi,-3.22931003570557,40.1016998291016
2053,airport,airport,WIL,HKNW,Nairobi Wilson Airport,KE-110,2.0,5052.0,5536.0,KE,Nairobi,-1.32172000408173,36.8148002624512
2054,airport,airport,WJR,HKWJ,Wajir Airport,KE-500,1.0,9193.0,770.0,KE,Wajir,1.73324000835419,40.0915985107422
2055,airport,airport,GHT,HLGT,Ghat Airport,LY-GT,2.0,11811.0,2296.0,LY,Ghat,25.1455993652,10.1426000595
2056,airport,airport,AKF,HLKF,Kufra Airport,LY-KF,2.0,12007.0,1367.0,LY,Kufra,24.1786994934082,23.3139991760254
2057,airport,airport,LTD,HLTD,Ghadames East Airport,LY-NL,2.0,11811.0,1122.0,LY,Ghadames,30.1516990661621,9.71531009674072
2058,airport,airport,KME,HRZA,Kamembe Airport,RW-04,1.0,4921.0,5192.0,RW,Kamembe,-2.46223998069763,28.9078998565674
2059,airport,airport,ELF,HSFS,El Fasher Airport,SD-02,2.0,9744.0,2393.0,SD,El Fasher,13.6148996353149,25.3246002197266
2060,airport,airport,EGN,HSGN,Geneina Airport,SD-12,2.0,6194.0,2650.0,SD,Geneina,13.4816999435425,22.4671993255615
2061,airport,airport,UYL,HSNN,Nyala Airport,SD-11,1.0,9880.0,2106.0,SD,Nyala,12.0535001754761,24.9561996459961
2062,airport,airport,ARK,HTAR,Arusha Airport,TZ-01,1.0,5377.0,4550.0,TZ,Arusha,-3.36778998374939,36.63330078125
2063,airport,airport,MBI,HTMB,Mbeya Airport,TZ-14,1.0,4921.0,5600.0,TZ,Mbeya,-8.91699981689453,33.4669990539551
2064,airport,airport,MYW,HTMT,Mtwara Airport,TZ-17,2.0,7410.0,371.0,TZ,Mtwara,-10.3390998840332,40.1818008422852
2065,airport,airport,MWZ,HTMW,Mwanza Airport,TZ-18,1.0,10212.0,3763.0,TZ,Mwanza,-2.4444899559021,32.9327011108398
2066,airport,airport,RUA,HUAR,Arua Airport,UG-303,1.0,5600.0,3951.0,UG,Arua,3.04999995231628,30.9169998168945
2067,airport,airport,KSE,HUKS,Kasese Airport,UG-406,1.0,5151.0,3146.0,UG,Kasese,0.18299999833107,30.1000003814697
2068,airport,airport,PAF,HUPA,Pakuba Airport,UG-U-A,1.0,5528.0,2365.0,UG,Pakuba,2.202222,31.554444
2069,airport,airport,PUM,WAWP,Pomala Airport,ID-SG,1.0,3177.0,88.0,ID,Kolaka/Pomala Tambea-Celebes Island,-4.18108987808228,121.61799621582
2070,airport,airport,JGD,ZYJD,Jiagedaqi Airport,CN-23,1.0,7546.0,1205.0,CN,Jiagedaqi,50.375,124.116666667
2071,airport,airport,JIC,ZLJC,Jinchuan Airport,CN-62,1.0,9843.0,4740.0,CN,Jinchang,38.5422222222,102.348333333
2072,airport,airport,JUH,ZSJH,Jiuhuashan Airport,CN-34,1.0,7874.0,60.0,CN,Chizhou,30.7403,117.6856
2073,airport,airport,BLV,KBLV,Scott AFB/Midamerica Airport,US-IL,2.0,10000.0,459.0,US,Belleville,38.54520035,-89.83519745
2074,airport,airport,CGI,KCGI,Cape Girardeau Regional Airport,US-MO,2.0,6499.0,342.0,US,Cape Girardeau,37.2252998352051,-89.57080078125
2075,airport,airport,CKB,KCKB,North Central West Virginia Airport,US-WV,1.0,7000.0,1217.0,US,Clarksburg,39.2966003418,-80.2281036377
2076,airport,airport,CNM,KCNM,Cavern City Air Terminal,US-NM,4.0,7854.0,3295.0,US,Carlsbad,32.3375015258789,-104.263000488281
2077,airport,airport,ELD,KELD,South Arkansas Regional At Goodwin Field,US-AR,3.0,6600.0,277.0,US,El Dorado,33.2210006713867,-92.8133010864258
2078,airport,airport,EWB,KEWB,New Bedford Regional Airport,US-MA,2.0,5000.0,80.0,US,New Bedford,41.6761016845703,-70.956901550293
2079,airport,airport,GCN,KGCN,Grand Canyon National Park Airport,US-AZ,1.0,8999.0,6609.0,US,Grand Canyon,35.9524002075195,-112.147003173828
2080,airport,airport,GDV,KGDV,Dawson Community Airport,US-MT,2.0,5704.0,2458.0,US,Glendive,47.13869858,-104.8069992
2081,airport,airport,GGW,KGGW,Wokal Field Glasgow International Airport,US-MT,2.0,5001.0,2296.0,US,Glasgow,48.2125015258789,-106.61499786377
2082,airport,airport,GLH,KGLH,Mid Delta Regional Airport,US-MS,2.0,8001.0,131.0,US,Greenville,33.4828987121582,-90.9856033325195
2083,airport,airport,HON,KHON,Huron Regional Airport,US-SD,2.0,7201.0,1289.0,US,Huron,44.3852005004883,-98.2285003662109
2084,airport,airport,HOT,KHOT,Memorial Field,US-AR,2.0,6595.0,540.0,US,Hot Springs,34.4780006408691,-93.0961990356445
2085,airport,airport,HTS,KHTS,Tri-State/Milton J. Ferguson Field,US-WV,2.0,6509.0,828.0,US,Huntington,38.36669922,-82.55799866
2086,airport,airport,HVR,KHVR,Havre City County Airport,US-MT,2.0,5205.0,2591.0,US,Havre,48.54299927,-109.762001
2087,airport,airport,IRK,KIRK,Kirksville Regional Airport,US-MO,2.0,6005.0,966.0,US,Kirksville,40.0934982299805,-92.5448989868164
2088,airport,airport,JBR,KJBR,Jonesboro Municipal Airport,US-AR,2.0,6200.0,262.0,US,Jonesboro,35.8316993713379,-90.6464004516602
2089,airport,airport,LAM,KLAM,Los Alamos Airport,US-NM,1.0,5550.0,7171.0,US,Los Alamos,35.8797988892,-106.268997192
2090,airport,airport,LCK,KLCK,Rickenbacker International Airport,US-OH,3.0,12102.0,744.0,US,Columbus,39.8138008118,-82.9278030396
2091,airport,airport,LUK,KLUK,Cincinnati Municipal Airport Lunken Field,US-OH,3.0,6101.0,483.0,US,Cincinnati,39.10329819,-84.41860199
2092,airport,airport,LYH,KLYH,Lynchburg Regional Preston Glenn Field,US-VA,2.0,5799.0,938.0,US,Lynchburg,37.3266983032227,-79.2004013061523
2093,airport,airport,MBL,KMBL,Manistee Co Blacker Airport,US-MI,2.0,5502.0,621.0,US,Manistee,44.2723999,-86.24690247
2094,airport,airport,MMU,KMMU,Morristown Municipal Airport,US-NJ,2.0,5999.0,187.0,US,Morristown,40.7994003295898,-74.4149017333984
2095,airport,airport,MSS,KMSS,Massena International Richards Field,US-NY,2.0,4998.0,215.0,US,Massena,44.9357986450195,-74.8455963134766
2096,airport,airport,MWA,KMWA,Williamson County Regional Airport,US-IL,2.0,8012.0,472.0,US,Marion,37.75500107,-89.01110077
2097,airport,airport,OGS,KOGS,Ogdensburg International Airport,US-NY,1.0,5200.0,297.0,US,Ogdensburg,44.6819000244,-75.4654998779
2098,airport,airport,OLF,KOLF,L M Clayton Airport,US-MT,1.0,5089.0,1986.0,US,Wolf Point,48.0945014954,-105.574996948
2099,airport,airport,OWB,KOWB,Owensboro Daviess County Airport,US-KY,2.0,6494.0,407.0,US,Owensboro,37.74010086,-87.16680145
2100,airport,airport,PDT,KPDT,Eastern Oregon Regional At Pendleton Airport,US-OR,3.0,6300.0,1497.0,US,Pendleton,45.695098877,-118.841003418
2101,airport,airport,PGV,KPGV,Pitt Greenville Airport,US-NC,3.0,6500.0,26.0,US,Greenville,35.6352005,-77.38529968
2102,airport,airport,PSM,KPSM,Portsmouth International at Pease Airport,US-NH,1.0,11321.0,100.0,US,Portsmouth,43.0778999329,-70.8233032227
2103,airport,airport,SDY,KSDY,Sidney Richland Municipal Airport,US-MT,2.0,5705.0,1985.0,US,Sidney,47.70690155,-104.1930008
2104,airport,airport,TBN,KTBN,Waynesville-St. Robert Regional Forney field,US-MO,1.0,6038.0,1159.0,US,Fort Leonard Wood,37.74160004,-92.14070129
2105,airport,airport,TEB,KTEB,Teterboro Airport,US-NJ,2.0,7000.0,9.0,US,Teterboro,40.8501014709,-74.060798645
2106,airport,airport,TVF,KTVF,Thief River Falls Regional Airport,US-MN,2.0,6503.0,1119.0,US,Thief River Falls,48.06570053,-96.18499756
2107,airport,airport,UIN,KUIN,Quincy Regional Baldwin Field,US-IL,3.0,7098.0,768.0,US,Quincy,39.94269943,-91.19460297
2108,airport,airport,WRL,KWRL,Worland Municipal Airport,US-WY,3.0,7005.0,4227.0,US,Worland,43.9656982421875,-107.950996398926
2109,airport,airport,YNG,KYNG,Youngstown Warren Regional Airport,US-OH,3.0,9003.0,1192.0,US,Youngstown/Warren,41.26070023,-80.67910004
2110,airport,airport,DZN,UAKD,Dzhezkazgan Airport,KZ-KAR,1.0,8530.0,1134.0,KZ,Dzhezkazgan,47.7708015441895,67.6734008789062
2111,airport,airport,ECN,LCEN,Ercan International Airport,CY-02,1.0,9039.0,404.0,CY,Nicosia,35.1547012329102,33.4961013793945
2112,airport,airport,BWK,LDSB,Bol Airport,HR-17,1.0,4724.0,1776.0,HR,Brač Island,43.285701751709,16.6797008514404
2113,airport,airport,EBU,LFMH,Saint-Étienne-Bouthéon Airport,FR-V,1.0,7546.0,1325.0,FR,Saint-Étienne/Bouthéon,45.540599822998,4.29639005661011
2114,airport,airport,AVN,LFMV,Avignon-Caumont Airport,FR-U,1.0,6168.0,124.0,FR,Avignon/Caumont,43.907299041748,4.90183019638062
2115,airport,airport,LEH,LFOH,Le Havre Octeville Airport,FR-Q,1.0,7546.0,313.0,FR,Le Havre/Octeville,49.5339012145996,0.0880559980869293
2116,airport,airport,XCR,LFOK,Châlons-Vatry Air Base,FR-G,1.0,12664.0,587.0,FR,Châlons/Vatry,48.7761001586914,4.18449020385742
2117,airport,airport,DIJ,LFSD,Dijon-Bourgogne Airport,FR-D,2.0,7874.0,726.0,FR,Dijon/Longvic,47.268901825,5.09000015259
2118,airport,airport,KSJ,LGKS,Kasos Airport,GR-81,1.0,3221.0,35.0,GR,Kasos Island,35.4213981628,26.9099998474
2119,airport,airport,DEB,LHDC,Debrecen International Airport,HU-HB,2.0,8196.0,359.0,HU,Debrecen,47.488899230957,21.6152992248535
2120,airport,airport,CUF,LIMZ,Cuneo International Airport,IT-21,1.0,6903.0,1267.0,IT,Cuneo,44.547000885,7.62321996689
2121,airport,airport,RMI,LIPR,Federico Fellini International Airport,IT-45,1.0,9828.0,40.0,IT,Rimini,44.0203018188,12.611700058
2122,airport,airport,KLV,LKKV,Karlovy Vary International Airport,CZ-KA,1.0,7054.0,1989.0,CZ,Karlovy Vary,50.2029991149902,12.914999961853
2123,airport,airport,PED,LKPD,Pardubice Airport,CZ-PA,1.0,8203.0,741.0,CZ,Pardubice,50.0134010314941,15.7385997772217
2124,airport,airport,ETH,LLET,Eilat Airport,IL-D,1.0,6234.0,42.0,IL,Eilat,29.56130027771,34.9600982666016
2125,airport,airport,CVU,LPCR,Corvo Airport,PT-20,1.0,2756.0,19.0,PT,Corvo,39.671501159668,-31.1135997772217
2126,airport,airport,FLW,LPFL,Flores Airport,PT-20,1.0,4593.0,112.0,PT,Santa Cruz das Flores,39.4552993774414,-31.1313991546631
2127,airport,airport,GRW,LPGR,Graciosa Airport,PT-20,1.0,4529.0,86.0,PT,Santa Cruz da Graciosa,39.0922012329102,-28.0298004150391
2128,airport,airport,SJZ,LPSJ,São Jorge Airport,PT-20,1.0,4508.0,311.0,PT,Velas,38.6655006408691,-28.1758003234863
2129,airport,airport,OMO,LQMO,Mostar International Airport,BA-BIH,1.0,7874.0,156.0,BA,Mostar,43.282901763916,17.8458995819092
2130,airport,airport,TZL,LQTZ,Tuzla International Airport,BA-BIH,1.0,8152.0,784.0,BA,Tuzla,44.4586982727051,18.7248001098633
2131,airport,airport,ARW,LRAR,Arad International Airport,RO-AR,1.0,6562.0,352.0,RO,Arad,46.1766014099121,21.261999130249
2132,airport,airport,BAY,LRBM,Tautii Magheraus Airport,RO-MM,1.0,5905.0,605.0,RO,Baia Mare,47.6584014892578,23.4699993133545
2133,airport,airport,CND,LRCK,Mihail Kogălniceanu International Airport,RO-CT,1.0,11483.0,353.0,RO,Constanţa,44.3622016906738,28.4883003234863
2134,airport,airport,CRA,LRCV,Craiova Airport,RO-DJ,1.0,8203.0,626.0,RO,Craiova,44.3180999755859,23.888599395752
2135,airport,airport,OMR,LROD,Oradea International Airport,RO-BH,1.0,5906.0,465.0,RO,Oradea,47.0252990722656,21.9025001525879
2136,airport,airport,SUJ,LRSM,Satu Mare Airport,RO-SM,1.0,8160.0,405.0,RO,Satu Mare,47.7033004760742,22.8857002258301
2137,airport,airport,TGM,LRTM,Transilvania Târgu Mureş International Airport,RO-MS,1.0,6562.0,963.0,RO,Târgu Mureş,46.467700958252,24.4125003814697
2138,airport,airport,ADA,LTAF,Adana Airport,TR-01,1.0,9022.0,65.0,TR,Adana,36.9822006226,35.2803993225
2139,airport,airport,GZT,LTAJ,Gaziantep International Airport,TR-27,2.0,9843.0,2315.0,TR,Gaziantep,36.9472007751,37.4786987305
2140,airport,airport,KFS,LTAL,Kastamonu Airport,TR-37,1.0,7382.0,3524.0,TR,Kastamonu,41.3142013549805,33.7957992553711
2141,airport,airport,MZH,LTAP,Amasya Merzifon Airport,TR-05,1.0,9600.0,1758.0,TR,Amasya,40.8293991089,35.5219993591
2142,airport,airport,VAS,LTAR,Sivas Airport,TR-58,1.0,12503.0,5236.0,TR,Sivas,39.8138008117676,36.9034996032715
2143,airport,airport,ONQ,LTAS,Zonguldak Airport,TR-67,1.0,5906.0,44.0,TR,Zonguldak,41.506401062,32.0886001587
2144,airport,airport,MLX,LTAT,Malatya Erhaç Airport,TR-44,1.0,10990.0,2828.0,TR,Malatya,38.4352989197,38.0909996033
2145,airport,airport,DNZ,LTAY,Çardak Airport,TR-20,1.0,9842.0,2795.0,TR,Denizli,37.7855987549,29.7012996674
2146,airport,airport,NAV,LTAZ,Nevşehir Kapadokya International Airport,TR-50,1.0,9842.0,3100.0,TR,Nevşehir,38.771900177,34.5345001221
2147,airport,airport,CKZ,LTBH,Çanakkale Airport,TR-17,1.0,5905.0,23.0,TR,Çanakkale,40.1376991272,26.4267997742
2148,airport,airport,KCO,LTBQ,Cengiz Topel Airport,TR-41,1.0,9842.0,182.0,TR,Kosekoy,40.7350006103516,30.0832996368408
2149,airport,airport,TEQ,LTBU,Tekirdağ Çorlu Airport,TR-59,1.0,9844.0,574.0,TR,Çorlu,41.1381988525391,27.9190998077393
2150,airport,airport,EZS,LTCA,Elazığ Airport,TR-23,1.0,5643.0,2927.0,TR,Elazığ,38.6068992615,39.2914009094
2151,airport,airport,DIY,LTCC,Diyarbakir Airport,TR-21,1.0,11644.0,2251.0,TR,Diyarbakir,37.893901825,40.2010002136
2152,airport,airport,ERC,LTCD,Erzincan Airport,TR-24,2.0,9842.0,3783.0,TR,Erzincan,39.7102012634,39.5270004272
2153,airport,airport,ERZ,LTCE,Erzurum International Airport,TR-25,3.0,12500.0,5763.0,TR,Erzurum,39.9565010071,41.1702003479
2154,airport,airport,KSY,LTCF,Kars Airport,TR-36,1.0,11483.0,5889.0,TR,Kars,40.562198638916,43.1150016784668
2155,airport,airport,TZX,LTCG,Trabzon International Airport,TR-61,1.0,8661.0,104.0,TR,Trabzon,40.9950981140137,39.7896995544434
2156,airport,airport,VAN,LTCI,Van Ferit Melen Airport,TR-65,1.0,9022.0,5480.0,TR,Van,38.4682006835938,43.3322982788086
2157,airport,airport,BAL,LTCJ,Batman Airport,TR-72,1.0,10000.0,1822.0,TR,Batman,37.9290008545,41.1166000366
2158,airport,airport,MSR,LTCK,Muş Airport,TR-49,1.0,11649.0,4157.0,TR,Muş,38.7477989196777,41.6612014770508
2159,airport,airport,KCM,LTCN,Kahramanmaraş Airport,TR-46,1.0,7546.0,1723.0,TR,Kahramanmaraş,37.5388259888,36.9535217285
2160,airport,airport,AJI,LTCO,Ağrı Airport,TR-04,1.0,6562.0,5462.0,TR,Agri,39.654541015625,43.0259780883789
2161,airport,airport,ADF,LTCP,Adıyaman Airport,TR-02,1.0,8212.0,2216.0,TR,Adıyaman,37.7313995361,38.4688987732
2162,airport,airport,MQM,LTCR,Mardin Airport,TR-47,1.0,8204.0,1729.0,TR,Mardin,37.2233009338,40.6316986084
2163,airport,airport,GNY,LTCS,Şanlıurfa GAP Airport,TR-63,1.0,13123.0,2708.0,TR,Şanlıurfa,37.4456634521484,38.8955917358398
2164,airport,airport,HTY,LTDA,Hatay Airport,TR-31,1.0,9843.0,269.0,TR,Hatay,36.36277771,36.2822227478
2165,airport,airport,ISE,LTFC,Süleyman Demirel International Airport,TR-32,1.0,9843.0,2835.0,TR,Isparta,37.8554000854,30.3684005737
2166,airport,airport,EDO,LTFD,Balıkesir Körfez Airport,TR-10,1.0,9842.0,50.0,TR,Edremit,39.554599762,27.0137996674
2167,airport,airport,QUB,HLUB,Ubari Airport,LY-SH,1.0,9349.0,1387.0,LY,Ubari,26.5674991608,12.82310009
2168,airport,airport,GLN,GMAG,Goulimime Airport,MA-TIZ,1.0,10007.0,984.0,MA,Goulimime,29.0266990662,-10.0502996445
2169,airport,airport,GDT,MBGT,JAGS McCartney International Airport,TC-GT,1.0,6362.0,13.0,TC,Cockburn Town,21.4444999694824,-71.1423034667969
2170,airport,airport,XSC,MBSC,South Caicos Airport,TC-SC,1.0,5991.0,6.0,TC,South Caicos Island,21.5156993866,-71.528503418
2171,airport,airport,JBQ,MDJB,La Isabela International Airport,DO-01,1.0,5412.0,98.0,DO,La Isabela,18.5725002288818,-69.9856033325195
2172,airport,airport,FRS,MGMM,Mundo Maya International Airport,GT-PE,1.0,9842.0,427.0,GT,San Benito,16.9137992859,-89.8664016724
2173,airport,airport,LCE,MHLC,Goloson International Airport,HN-AT,1.0,9875.0,49.0,HN,La Ceiba,15.7425003051758,-86.8529968261719
2174,airport,airport,PEU,MHPL,Puerto Lempira Airport,HN-GD,1.0,5006.0,25.0,HN,Puerto Lempira,15.2622003555298,-83.7811965942383
2175,airport,airport,JXA,ZYJX,Jixi Xingkaihu Airport,CN-23,1.0,7546.0,760.0,CN,Jixi,45.293,131.193
2176,airport,airport,BOC,MPBO,Bocas Del Toro International Airport,PA-1,1.0,4921.0,10.0,PA,Isla Colón,9.34084987640381,-82.2508010864258
2177,airport,airport,DAV,MPDA,Enrique Malek International Airport,PA-4,1.0,6890.0,89.0,PA,David,8.39099979400635,-82.4349975585938
2178,airport,airport,FON,MRAN,Arenal Airport,CR-A,1.0,2625.0,377.0,CR,La Fortuna/San Carlos,10.4779996871948,-84.6344985961914
2179,airport,airport,TTQ,MRAO,Aerotortuguero Airport,CR-L,1.0,3118.0,82.0,CR,Roxana,10.5690002441406,-83.5148010253906
2180,airport,airport,HEK,ZYHE,Heihe Airport,CN-23,1.0,8202.0,8530.0,CN,Heihe,50.1716209371,127.308883667
2181,airport,airport,DRK,MRDK,Drake Bay Airport,CR-P,1.0,2461.0,13.0,CR,Puntarenas,8.71889019012,-83.6417007446
2182,airport,airport,GLF,MRGF,Golfito Airport,CR-P,1.0,4593.0,49.0,CR,Golfito,8.65400981903076,-83.1821975708008
2183,airport,airport,NOB,MRNS,Nosara Airport,CR-G,1.0,3281.0,33.0,CR,Nicoya,9.97649002075,-85.6529998779
2184,airport,airport,PJM,MRPJ,Puerto Jimenez Airport,CR-P,1.0,2707.0,7.0,CR,Puerto Jimenez,8.53332996368408,-83.3000030517578
2185,airport,airport,PMZ,MRPM,Palmar Sur Airport,CR-P,1.0,4593.0,49.0,CR,Palmar Sur,8.95102977752686,-83.4685974121094
2186,airport,airport,SYQ,MRPV,Tobias Bolanos International Airport,CR-SJ,1.0,5250.0,3287.0,CR,San Jose,9.95705032348633,-84.1398010253906
2187,airport,airport,XQP,MRQP,Quepos Managua Airport,CR-P,1.0,3609.0,85.0,CR,Quepos,9.44316005706787,-84.1297988891602
2188,airport,airport,TNO,MRTM,Tamarindo De Santa Cruz Airport,CR-G,1.0,2625.0,41.0,CR,Santa Cruz,10.3135004043579,-85.8154983520508
2189,airport,airport,TMU,MRTR,Tambor Airport,CR-P,1.0,2297.0,33.0,CR,Nicoya,9.7385196685791,-85.013801574707
2190,airport,airport,CAP,MTCH,Cap Haitien International Airport,HT-ND,1.0,4886.0,10.0,HT,Cap Haitien,19.7329998016357,-72.1947021484375
2191,airport,airport,GAO,MUGT,Mariana Grajales Airport,CU-14,1.0,8025.0,56.0,CU,Guantánamo,20.0853004455566,-75.1583023071289
2192,airport,airport,LYB,MWCL,Edward Bodden Airfield,KY-U-A,1.0,3300.0,3.0,KY,Little Cayman,19.6669998168945,-80.0999984741211
2193,airport,airport,AXP,MYAP,Spring Point Airport,BS-AC,1.0,5000.0,11.0,BS,Spring Point,22.4417991638,-73.9709014893
2194,airport,airport,ATC,MYCA,Arthur's Town Airport,BS-CI,2.0,7015.0,18.0,BS,Arthur's Town,24.6294002533,-75.6737976074
2195,airport,airport,CRI,MYCI,Colonel Hill Airport,BS-AC,1.0,4061.0,5.0,BS,Colonel Hill,22.7455997467,-74.1824035645
2196,airport,airport,RSD,MYER,Rock Sound Airport,BS-RS,1.0,7213.0,10.0,BS,Rock Sound,24.8950787333,-76.1768817902
2197,airport,airport,IGA,MYIG,Inagua Airport,BS-IN,2.0,7020.0,8.0,BS,Matthew Town,20.9750003814697,-73.6669006347656
2198,airport,airport,LGI,MYLD,Deadman's Cay Airport,BS-LI,1.0,4000.0,9.0,BS,Deadman's Cay,23.1790008545,-75.0935974121
2199,airport,airport,SML,MYLS,Stella Maris Airport,BS-LI,1.0,4000.0,10.0,BS,Stella Maris,23.5823168043,-75.2686214447
2200,airport,airport,MYG,MYMM,Mayaguana Airport,BS-MG,1.0,7297.0,11.0,BS,Mayaguana,22.3794994354,-73.0134963989
